region,year,month,profit
East,2015,10,19.692
East,2015,10,-35.046
East,2015,10,3.14
Central,2016,11,-7.4358
Central,2017,1,5.4432
West,2017,11,3.3675
East,2018,7,1.0738
East,2018,11,0
East,2016,9,16.1868
East,2016,9,296.0671
East,2016,9,28.6578
South,2015,4,9.302
South,2015,4,42.9914
South,2015,4,9.3312
South,2015,4,6.3504
East,2015,9,-108.3348
East,2015,9,31.4916
East,2015,9,1371.9804
East,2015,9,198.429
East,2015,9,4.4174
East,2015,9,80.6316
East,2015,9,21.0654
West,2018,12,37.4144
South,2016,6,37.7916
East,2018,11,14.6825
East,2018,11,32.6704
West,2017,10,8.184
West,2016,12,2.7324
Central,2017,11,13.0548
East,2018,9,24.2285
West,2016,11,43.164
East,2017,4,292.776
East,2017,4,18.5136
East,2017,4,1.1225
West,2018,2,29.3284
West,2018,2,38.9312
West,2018,2,16.38
West,2018,12,1.9224
West,2018,12,105.297
East,2015,6,352.3065
West,2018,3,16.945
West,2018,9,10.374
East,2015,6,0.84
East,2015,6,2.904
Central,2016,8,13.064
Central,2016,8,34.0704
Central,2018,6,125.198
Central,2018,6,-178.8468
Central,2018,6,-10.3124
West,2016,10,9.2386
West,2016,10,-14.603
West,2015,7,259.8896
Central,2017,11,33.2156
West,2016,7,-17.0352
Central,2015,11,1.521
Central,2015,11,7.128
Central,2015,11,112.788
Central,2015,11,11.9586
Central,2015,11,160.623
Central,2017,5,700.98
Central,2017,5,69.1776
Central,2017,5,150.984
West,2016,3,0.8946
Central,2018,10,-3.5224
Central,2018,10,-91.7586
West,2017,11,19.968
East,2017,12,1.6848
West,2016,4,15.8256
West,2016,4,19.3932
West,2016,4,29.5776
East,2018,9,21.7728
East,2018,9,22.89
South,2018,9,10.0725
South,2018,9,17.8066
South,2016,10,-337.806
East,2016,11,-162.2296
Central,2016,9,15.9968
Central,2016,9,394.212
Central,2018,11,-27.2922
Central,2018,11,4.504
West,2018,5,11.58
South,2015,11,43.736
South,2015,11,40.4012
South,2015,11,4.3296
South,2015,11,22.3734
West,2015,5,77.4837
South,2016,3,1.4456
West,2015,5,4.36
Central,2017,3,-786.0144
Central,2017,3,0.7776
Central,2017,3,32.3982
Central,2017,3,5.7365
West,2016,8,28.1421
West,2016,8,18.9702
East,2016,9,3.0558
East,2016,9,4.2392
East,2016,9,0.5828
East,2016,9,9.936
East,2016,9,14.161
East,2016,9,12.7746
East,2016,1,120.9468
East,2016,5,9.8901
West,2017,9,13.8915
West,2017,9,3.6018
West,2017,9,13.452
West,2017,9,13.455
Central,2018,9,8.2156
West,2018,4,36.4044
East,2018,6,4.2
Central,2018,9,134.5302
Central,2015,6,57.4938
Central,2018,5,197.9208
Central,2018,5,2.299
Central,2018,5,20.7312
West,2018,9,79.8912
East,2017,6,12.796
East,2017,6,60.4968
West,2018,10,1.5876
East,2017,6,-44.196
West,2015,11,40.1702
West,2018,3,5.1184
West,2018,3,8.7145
West,2018,3,12.6813
West,2018,3,9.2799
South,2015,10,145.2816
West,2018,8,2.6251
Central,2017,11,15.9384
East,2015,9,50.9082
East,2015,9,36.294
East,2015,9,26.3912
West,2017,9,6.6588
West,2017,9,12.9584
West,2017,9,3.6936
Central,2018,8,-5.6406
South,2017,7,4.8024
West,2017,8,15.3522
West,2017,8,33.3576
West,2017,8,4.704
Central,2016,5,-52.9584
West,2018,11,10.875
East,2016,4,4.0872
South,2017,12,19.996
South,2017,12,23.0864
South,2016,10,53.0439
West,2015,3,33.64
East,2016,3,-7.098
East,2016,3,-5.4548
Central,2017,8,4.752
West,2018,1,18.6624
West,2018,10,16.544
East,2018,10,15.9348
Central,2015,9,14.7582
Central,2015,9,-4.818
Central,2015,9,-22.948
Central,2015,9,-2.918
Central,2015,9,3.5529
West,2018,9,5.7624
West,2018,9,82.2906
West,2018,9,1.0114
East,2018,11,24.1224
West,2018,9,11.6496
West,2018,9,113.848
West,2018,1,8.0968
West,2018,1,-14.9877
South,2017,11,-2.6208
East,2016,11,178.8
South,2018,12,70.312
South,2018,12,8.5025
Central,2015,9,-9.7176
South,2015,12,48.5392
Central,2018,9,1.8872
Central,2018,10,22.2352
Central,2016,9,2.9568
Central,2016,9,17.3148
West,2015,3,0
West,2015,3,22.2
West,2018,5,7.434
West,2018,5,-7.3232
West,2018,5,-152.9847
West,2018,4,80.3404
Central,2015,9,6.2664
Central,2015,9,-13.81
Central,2015,9,61.4628
South,2018,6,0.3348
East,2016,12,-15.4764
Central,2018,8,23.184
Central,2018,3,32.4684
East,2018,7,4.0203
East,2018,7,135.98
West,2017,9,1.9176
West,2017,9,8.694
South,2017,5,386.835
South,2017,5,653.301
South,2017,5,29.808
Central,2015,11,-1.0656
Central,2015,9,-7.476
East,2017,2,28.959
East,2017,2,80.0199
East,2017,2,1.999
Central,2018,11,-46.3998
Central,2018,11,3.912
Central,2018,11,-2287.782
South,2017,8,3.3408
South,2017,8,3.506
West,2018,4,21.4368
West,2018,4,14.9744
South,2017,5,11.691
South,2018,10,1.3284
South,2018,10,1.5691
South,2018,10,7.2576
West,2016,12,2.3406
South,2018,10,-21.888
South,2018,10,-1002.7836
South,2018,10,-26.2476
South,2018,10,5.928
Central,2018,9,7.98
West,2016,12,6.253
West,2016,12,9.0288
East,2016,1,2.004
West,2015,1,9.3312
Central,2016,3,2.394
East,2017,12,11.7488
East,2017,9,24.9366
East,2017,9,20.4525
East,2017,9,6.5888
East,2015,8,4.0584
East,2015,8,8.4966
East,2015,8,1.5548
West,2016,5,8.7672
West,2018,10,111.5688
East,2016,11,4.891
East,2016,11,5.7528
East,2016,11,6.0114
East,2016,11,53.997
Central,2015,11,0.5508
Central,2015,11,16.7475
East,2016,10,2.2365
West,2018,3,210.4936
West,2018,3,3.9498
West,2018,3,2.8836
Central,2016,1,15.5232
East,2016,7,1.6128
Central,2016,1,19.95
Central,2018,12,48.5514
Central,2017,9,15.196
Central,2017,9,37.0782
South,2017,9,41.0216
West,2015,5,20.9592
West,2015,5,3.84
West,2017,9,9.534
West,2015,8,1.636
West,2015,8,0.6312
West,2015,8,12.8744
South,2018,4,-32.2192
Central,2018,6,54.057
Central,2017,12,23.9904
Central,2017,12,22.9488
West,2015,1,6.4864
Central,2017,11,13.2293
West,2018,6,7.7679
West,2018,6,5.4332
West,2018,6,3.895
East,2018,9,28.7064
Central,2018,4,71.2296
Central,2018,4,79.794
Central,2016,10,5.4432
Central,2016,10,-69.4722
Central,2016,10,3.6288
West,2018,5,9.816
West,2018,5,7.86
East,2015,12,117.6147
East,2015,12,-30.2288
West,2017,8,7.6146
West,2017,8,35.6238
Central,2017,9,9.072
Central,2017,9,5.3352
Central,2017,9,3.7584
East,2018,6,41.79
East,2018,6,72.7888
South,2018,3,18.5886
West,2018,2,10.4985
West,2018,2,47.0979
West,2018,2,4.8118
West,2018,11,9.5526
East,2015,11,10.8
East,2015,11,4.5816
East,2015,11,102.2784
East,2015,11,235.9524
West,2015,11,9.891
West,2017,9,23.384
West,2017,11,11.31
East,2017,9,-2.0349
West,2017,4,6.549
West,2018,9,15.1158
West,2018,9,26.3934
East,2018,8,7.71
East,2018,8,1.3104
West,2017,2,55.745
West,2017,2,15.2208
West,2017,2,5.0055
West,2018,12,40.4432
West,2018,12,8.409
West,2018,12,33.93
West,2018,12,11.1176
West,2018,9,3.528
West,2018,9,8.1072
Central,2017,9,62.93
Central,2018,9,-197.5752
Central,2018,9,7.2576
Central,2018,9,-8.9964
Central,2015,10,7.68
Central,2016,10,12.7008
Central,2016,10,15.0384
East,2017,3,-60.8361
East,2017,3,1.1994
West,2017,12,3.9312
South,2018,11,11.88
East,2018,1,1.0208
West,2017,12,659.98
West,2017,12,51.474
West,2017,6,35.245
West,2017,9,12.0978
South,2015,9,1.999
East,2018,10,16.1568
East,2018,10,1.3716
East,2018,10,-4.9728
West,2018,4,0.6672
West,2016,10,459.396
West,2016,10,97.2
South,2015,7,5.368
South,2015,7,-6.867
South,2015,7,15.9912
East,2017,4,183.995
South,2018,11,0.1548
West,2018,9,2.388
East,2016,4,36.852
East,2016,4,21.0249
East,2016,4,2.7846
Central,2017,7,7.0659
East,2017,8,8.25
East,2017,8,87.4825
Central,2015,9,7.1586
Central,2015,9,10.906
Central,2015,9,149.382
Central,2015,9,12.9792
West,2017,7,24.998
Central,2018,5,13.7808
East,2018,4,0.7336
East,2018,4,0.7704
West,2018,12,9.604
West,2018,12,20.538
West,2018,9,4.3368
West,2018,9,92.392
South,2015,3,-3.8646
West,2018,9,4.4352
West,2015,1,-23.716
West,2015,1,19.6224
West,2015,1,36.693
West,2015,1,-320.597
Central,2015,2,6.066
West,2017,6,13.7646
West,2015,9,73.194
West,2015,9,9.3312
East,2017,5,9.294
West,2018,12,4.008
West,2018,12,-17.6076
West,2018,12,-183.6324
Central,2018,12,37.534
Central,2018,6,22.2
Central,2018,6,22.8285
Central,2018,6,8.7906
East,2017,11,62.916
South,2015,3,-1.3083
West,2018,10,11.6091
West,2018,10,6.48
West,2018,10,115.1808
West,2018,10,0.4068
South,2018,1,-68.1096
South,2015,12,7.6284
Central,2016,10,-6.286
South,2018,4,-5.6943
South,2018,4,2.0358
South,2018,4,1.8207
South,2018,4,-19.1058
Central,2018,1,1.816
West,2015,11,0.1472
West,2015,11,19.872
West,2015,11,-4.8392
East,2016,9,-6.1248
East,2018,6,19.176
East,2018,7,1.9024
East,2018,7,3.6018
East,2018,7,8.799
East,2018,7,88.5528
East,2018,7,4.3904
East,2018,11,0.6624
East,2018,11,1.2585
East,2018,11,2.8782
East,2018,11,-186.16
West,2017,10,27.882
South,2017,4,8.6016
West,2016,10,62.737
Central,2018,5,19.1376
Central,2018,5,3.475
West,2015,2,11.1024
West,2015,2,7.6869
East,2016,5,2.3997
East,2016,5,44.8896
East,2016,5,3.8655
South,2017,11,527.984
East,2018,12,-10.284
East,2018,12,6.846
East,2018,12,3.1806
East,2018,12,8.671
East,2018,12,-28.7964
West,2017,6,7.0044
West,2017,6,15.7248
West,2017,12,36.9288
West,2018,4,4.0098
West,2018,4,0.6516
East,2016,5,18.2112
South,2016,3,27.986
Central,2018,8,40.3536
Central,2018,12,743.988
South,2017,6,75.5748
South,2017,6,5.1015
South,2017,6,129.348
South,2017,6,30.7872
South,2017,6,5.6016
South,2017,6,6.2208
Central,2016,4,8.0178
Central,2018,5,-54.5958
Central,2018,5,-2.6268
Central,2018,5,2.5137
West,2017,12,-218.8656
West,2017,12,-7.656
West,2017,12,-4.1712
East,2018,9,17.524
West,2018,9,10.5672
West,2018,9,47.46
West,2015,11,11.7936
West,2015,11,34.9825
Central,2015,11,0.334
Central,2015,11,-3.123
Central,2015,11,20.8719
Central,2015,11,12.7008
Central,2015,11,-12.9987
South,2018,10,3.4544
South,2016,12,1.9712
South,2016,12,15.764
West,2016,12,3.1104
West,2016,12,238.653
West,2016,12,6.8724
South,2018,3,17.27
South,2018,3,1439.976
South,2018,3,30.7776
Central,2018,3,2.1888
Central,2018,3,8.9994
Central,2018,3,1.86
Central,2018,3,-2.5648
Central,2018,3,335.9944
Central,2018,3,5.6376
Central,2018,3,-7.3015
East,2015,12,35.6613
East,2015,12,-23.952
East,2015,12,5.6784
East,2015,12,-9.1845
East,2015,12,-44.985
West,2017,12,122.7648
West,2017,12,15.8256
West,2018,9,1.9024
West,2018,9,-15.245
West,2018,9,22.8096
East,2018,10,8.5914
East,2017,5,3.44
West,2015,12,1.9712
East,2018,11,1.6712
East,2018,11,163.818
East,2018,11,5.3898
West,2016,3,3.597
West,2015,7,2.2098
West,2017,12,9.534
West,2017,12,81.0474
East,2015,10,27.0578
East,2015,10,9.47
East,2018,11,-45.9333
East,2018,9,109.7544
East,2018,9,131.355
East,2016,9,32.2514
East,2018,2,6.5052
East,2018,2,2.7846
East,2015,10,4.1988
East,2015,10,4.887
East,2015,10,-3.5622
Central,2017,8,1.062
Central,2017,8,27.972
East,2016,12,206.6232
South,2017,9,1.068
South,2017,9,-11.0691
East,2018,3,2.9835
West,2016,12,2.0228
South,2018,8,217.767
East,2016,10,-4.641
West,2018,8,371.316
West,2018,8,224.424
East,2017,2,5.898
East,2017,8,8.733
East,2017,8,281.016
East,2017,8,7.9218
South,2018,6,5.368
West,2016,9,8.8784
Central,2017,9,174.9825
Central,2017,9,1.0336
Central,2017,9,50.49
Central,2017,9,17.16
West,2017,10,21
West,2017,10,21.5988
West,2015,9,2.9568
West,2015,9,399.2994
South,2018,6,4.6818
South,2018,6,-13.6776
East,2017,8,-339.705
South,2015,2,103.158
South,2015,2,75.3732
South,2015,2,8.2062
East,2017,9,3.6848
Central,2016,12,76.4
West,2018,9,28.896
West,2018,9,85.491
Central,2018,3,23.1192
West,2015,12,149.148
West,2015,12,35.76
East,2015,9,10.08
East,2018,4,2.8912
South,2017,4,3.0976
South,2016,5,8.7906
West,2018,3,11.297
East,2018,4,20.1015
South,2016,1,69.1992
West,2018,11,9.3312
West,2018,7,15.552
West,2018,7,28.95
West,2018,7,0
West,2018,7,210.735
East,2018,10,20.0851
West,2015,11,0.7938
West,2017,12,-30.16
West,2017,12,2.336
West,2017,12,3.7856
West,2017,12,-8.4582
West,2017,12,-264.215
West,2017,12,5.1792
West,2017,12,-7.17
West,2017,9,7.504
West,2017,9,-95.823
East,2017,7,1.3992
East,2017,7,-8.1312
East,2017,7,4.168
East,2017,7,8.7052
West,2017,6,6.8714
West,2017,6,17.5448
West,2017,6,132.5898
West,2016,6,92.3936
West,2016,6,8.7735
Central,2018,10,5.544
Central,2018,10,2.64
West,2017,1,6.2208
West,2015,5,5.7408
West,2015,5,2.208
Central,2015,12,-50.6688
Central,2017,7,9.198
Central,2017,7,53.8608
Central,2017,9,2.9348
Central,2017,9,3.1104
South,2015,4,7.128
South,2015,4,293.9804
South,2015,4,40.274
West,2016,11,35.6526
South,2015,7,5.191
South,2015,7,12.9888
South,2015,7,16.5186
Central,2016,12,-90.3762
East,2016,12,9.3024
East,2016,12,20.585
East,2016,12,36.4473
East,2016,12,12.672
East,2016,12,141.1644
West,2017,5,-1.7772
Central,2018,10,-42.4638
Central,2018,10,-23.548
Central,2017,11,4.44
West,2018,11,17.5812
East,2017,11,15.282
East,2017,11,-22.7435
East,2015,12,0.2952
East,2015,12,-52.3365
East,2015,12,42.8935
East,2015,11,3.3756
East,2018,9,14.5638
East,2016,5,30.1872
East,2016,5,7.1586
East,2016,5,21.294
East,2016,5,1014.9797
East,2016,5,9.3312
Central,2018,7,4.1391
East,2015,3,1.6038
South,2018,9,47.9385
Central,2016,10,111.591
Central,2016,10,8.4564
Central,2016,10,27.2412
Central,2016,10,5.2272
Central,2018,3,21.164
West,2016,11,2.289
West,2016,11,4.5588
West,2016,11,29.994
West,2017,9,6.2208
Central,2015,9,-82.884
East,2016,9,395.9604
Central,2016,5,118.293
Central,2018,12,32.0598
Central,2018,12,305.13
Central,2018,12,28.0876
Central,2018,12,41.3928
Central,2018,12,12.6592
East,2018,6,185.2578
East,2018,6,7.9794
East,2018,6,8.5544
East,2015,6,4.872
West,2015,1,9.2928
West,2015,1,5.79
West,2017,12,13.4316
West,2018,3,6.3504
West,2018,3,10.0624
West,2018,3,53.272
West,2018,3,12.8256
West,2018,3,9.6192
West,2018,3,7.9548
West,2018,3,6.8992
South,2017,12,31.198
South,2017,12,17.8794
South,2017,12,-2.484
East,2018,11,36.7255
Central,2015,5,-184.8366
West,2017,1,22.2
West,2017,1,9.499
South,2017,2,225.264
Central,2015,10,-8.532
Central,2015,10,624.9875
South,2016,8,12.1149
South,2016,11,-1.9791
West,2017,12,125.1432
West,2017,12,2.1546
West,2018,8,152.0232
West,2018,8,19.7712
East,2016,11,209.274
West,2016,9,17.694
West,2015,11,25.0182
Central,2017,10,20.2986
Central,2018,9,20.235
East,2016,2,1.512
East,2016,2,10.224
Central,2015,7,43.1976
West,2016,9,4.6221
West,2016,9,335.8548
Central,2016,11,233.9961
Central,2017,8,2.3968
West,2017,4,-31.9144
West,2017,4,4.6228
East,2017,12,5.823
West,2017,12,50.328
West,2015,11,7.9248
West,2015,11,11.2648
West,2016,4,24.2919
West,2016,12,7.4496
West,2016,12,16.398
West,2018,10,-384.7164
West,2018,10,4.3956
West,2018,10,-16.6012
West,2018,10,10.7037
South,2018,4,1.848
South,2018,4,-3.0933
West,2018,9,16.8
West,2018,9,0
West,2018,9,25.4384
West,2018,9,15.525
West,2018,9,16.3352
East,2015,9,362.8404
East,2015,9,36.3816
East,2015,9,8.694
East,2015,9,37.9848
Central,2015,8,-6.0196
Central,2015,7,3.6288
West,2016,3,1.1988
East,2018,5,1.1556
Central,2018,11,6.1792
Central,2018,11,-27.2646
South,2017,9,4.1148
South,2017,9,8.7168
South,2017,9,8.3328
South,2017,2,-18.1808
West,2016,3,48.5392
West,2016,3,15.6332
West,2016,3,185.997
East,2016,7,9.3312
South,2016,6,-0.7295
East,2015,11,78.3888
East,2015,11,4.6806
East,2015,11,5.7672
East,2015,11,44.712
East,2015,11,5.6448
West,2018,5,4.7724
West,2018,5,2.0979
West,2017,10,3.4092
West,2018,5,-10.7055
West,2018,5,6.4692
East,2015,5,1.9602
East,2018,9,201.312
East,2018,9,14.1246
East,2018,9,-8.0784
East,2018,9,2.224
Central,2017,12,104.7528
Central,2017,12,8.0946
West,2016,7,176.7864
South,2017,7,2.0358
South,2017,7,0
South,2016,6,-42.8
South,2016,6,-26.964
South,2016,6,-8.1675
West,2018,11,5.7568
West,2016,3,3.348
South,2016,9,15.552
South,2016,9,11.0354
West,2016,11,51.996
West,2016,11,6.098
West,2016,11,29.1456
West,2016,11,54.4047
West,2016,11,15.552
West,2016,11,2.8196
West,2016,11,15.372
Central,2016,11,178.91
Central,2016,11,143.1918
Central,2016,11,274.995
Central,2016,11,34.3896
Central,2016,11,12.8568
South,2015,9,4.7236
Central,2016,8,-1.2558
Central,2016,8,-4.896
Central,2016,8,-2.1792
Central,2016,8,-11.439
West,2018,9,14.098
South,2016,11,45.294
East,2016,4,2.8884
South,2017,5,53.8608
South,2017,5,9.3312
South,2017,5,4.3524
East,2015,8,22.2516
East,2015,8,2.0064
East,2015,8,294.671
East,2017,1,0.584
East,2017,1,-80.178
West,2017,11,100.196
West,2017,6,80.843
Central,2017,9,21.7515
South,2018,3,16.7328
South,2018,6,54.04
South,2018,6,4.3884
East,2016,4,1.0269
East,2015,5,219.4514
East,2015,5,8.7906
East,2015,5,68.8464
East,2017,9,92.2368
West,2017,9,50.098
West,2017,9,180.7659
West,2017,9,-99.6219
West,2017,3,7.3528
West,2017,3,196.5036
West,2015,10,5.0232
West,2015,10,86.3856
East,2018,10,11.1176
South,2016,5,21.0128
East,2017,4,11.7782
Central,2017,11,13.4512
Central,2018,4,7.2576
Central,2017,11,1.6176
Central,2017,11,2.0394
South,2018,9,1.3622
West,2018,9,23.9688
West,2015,11,22.2
West,2015,11,9.63
Central,2017,4,22.0472
Central,2017,4,124.7808
West,2018,1,4.89
West,2016,11,7.56
East,2017,11,10.4148
West,2018,11,28.1718
West,2018,11,22.2264
West,2018,11,12.672
West,2018,11,19.872
West,2018,11,1.017
West,2017,12,9.264
West,2017,12,26.865
West,2017,12,5.6628
West,2017,12,33.8598
West,2017,12,13.0284
South,2015,8,6.63
East,2016,9,1.043
East,2016,9,41.2237
East,2016,9,8.8784
East,2016,9,27.434
East,2016,9,158.5764
East,2016,9,-25.049
East,2016,9,58.7916
East,2016,9,217.767
East,2016,9,53.2608
East,2016,9,1.356
East,2017,11,-120.0508
South,2018,11,6.6584
West,2018,6,362.835
South,2015,4,316.1392
South,2015,10,3.4357
South,2015,10,3.9248
East,2018,7,-45.3492
East,2018,7,5.4432
East,2018,7,-113.998
East,2018,7,1.0044
East,2018,7,4.8231
East,2018,7,85.787
West,2017,7,8.636
West,2017,7,19.9665
West,2017,7,8.997
Central,2018,5,9.5992
Central,2018,5,4.2952
West,2018,10,130.752
West,2017,8,18.4772
West,2015,8,2.6376
West,2015,8,30.432
West,2015,8,12.4416
West,2015,8,13.1868
Central,2016,9,12.691
South,2018,3,19.6328
South,2018,3,125.9874
South,2018,3,78.672
South,2018,3,112.4928
East,2015,3,2.94
East,2015,11,7.7896
East,2015,11,-250.5408
West,2017,3,6.7655
West,2017,3,40.274
West,2017,3,14.9744
West,2017,3,77.0352
West,2018,2,6.5472
West,2015,11,57.5928
West,2015,11,2.0228
West,2015,11,55.764
West,2018,8,5.166
West,2018,8,63.4368
West,2018,8,10.788
East,2017,1,40.1702
West,2015,7,50.328
West,2015,7,3.1552
West,2015,7,9.7608
West,2015,7,15.4872
East,2018,2,30.098
East,2016,12,124.488
South,2017,10,-67.851
Central,2018,7,93.6988
Central,2018,7,6.2376
West,2018,4,34.5
Central,2015,9,111.774
Central,2015,9,15.3888
Central,2015,9,45.3488
Central,2015,9,5.7594
East,2017,11,6.3504
East,2018,9,6.42
South,2017,7,76.0878
South,2017,7,35.6776
South,2017,7,0.8792
South,2017,7,120.5106
South,2017,7,4.042
South,2017,7,126.225
West,2018,9,884.058
West,2018,9,32.3351
West,2018,9,-20.7846
East,2017,12,-4.06
East,2017,12,1.69
East,2017,12,-137.529
East,2017,12,24.196
East,2017,12,-147.8655
West,2015,12,4.2294
West,2015,12,12.4416
West,2015,12,42.0256
West,2015,12,7.6965
West,2015,12,-4.1712
South,2018,9,-8.6058
West,2018,9,8.2992
East,2016,11,8.5372
East,2018,12,3.8655
South,2018,4,21.7515
West,2016,12,31.5192
West,2016,12,14.2386
West,2016,12,286.713
West,2016,12,122.148
West,2016,12,35.985
West,2017,3,7.152
West,2017,3,363.9048
West,2015,4,15.6332
West,2015,4,12.9129
West,2015,4,9.3312
West,2015,4,26.6304
East,2015,10,11.49
South,2017,8,4.6818
South,2017,8,15.1158
Central,2015,11,2.478
East,2018,4,4.8986
East,2018,8,64.6272
East,2018,8,3.7584
West,2018,2,0.336
West,2018,2,25.186
South,2017,11,6.006
West,2017,11,2.8536
South,2018,7,23.924
East,2017,12,6.5472
East,2018,4,15.372
West,2016,12,5.1816
Central,2016,4,-52.8336
South,2015,7,76.5583
Central,2016,4,-512.1468
South,2017,9,16.614
South,2017,9,54.6912
South,2017,9,5.1968
South,2017,9,2.5344
West,2018,9,75.18
West,2018,9,177.198
West,2017,2,3.9512
South,2018,5,-35.3646
South,2018,5,10.1094
West,2016,9,89.307
Central,2017,6,173.235
South,2016,11,-12.9168
South,2016,11,-1031.5385
Central,2017,6,54.215
Central,2016,4,16.17
Central,2016,4,76.272
East,2017,9,4.0338
East,2017,9,7.7
East,2017,9,-9.7608
Central,2017,8,-3.4122
Central,2017,8,30.392
East,2015,3,5.3392
East,2015,3,17.472
East,2015,12,6.992
East,2016,4,38.3508
East,2016,4,6.0147
West,2016,12,224.9925
West,2016,12,6.174
West,2016,12,8.073
East,2016,4,7.7688
West,2018,6,9.3312
South,2016,1,10.008
West,2018,5,-97.176
West,2018,5,3.3504
West,2018,5,38.61
East,2018,8,5.9211
Central,2016,12,-26.7204
Central,2016,12,0.5668
Central,2016,12,-1.3248
West,2018,12,51.8238
West,2018,12,2.7062
East,2017,9,206.316
East,2017,9,30.4416
East,2017,9,3.285
East,2017,9,61.3824
Central,2018,8,7.5528
Central,2015,2,-11.322
Central,2017,11,-9.6348
Central,2017,11,2.6568
Central,2017,11,-0.6008
Central,2017,11,0.6786
Central,2017,11,-6.732
West,2016,12,12.8568
South,2016,6,3.1104
West,2018,12,-0.99
East,2018,9,18.1764
East,2018,9,95.76
East,2018,9,18.1044
East,2018,9,21.792
East,2018,9,12.712
East,2018,9,6.3296
East,2018,9,8.0991
East,2018,9,3.9771
East,2018,9,1.7876
East,2018,9,609.7157
East,2018,9,350.9082
East,2018,9,375.735
East,2018,9,28.3095
East,2018,9,20.3898
East,2018,8,-83.8752
South,2016,6,3.5784
Central,2015,12,-49.5516
Central,2015,12,-8.18
Central,2017,9,2.1
Central,2017,9,-3.2436
East,2017,11,-21.0686
East,2017,11,33.0288
East,2017,11,5.4444
East,2017,11,0
East,2017,11,-12.8392
West,2017,3,14.1426
East,2017,11,592.7896
East,2017,11,6.8724
West,2018,9,19.1976
West,2018,9,6.5538
West,2018,9,61.3824
West,2018,9,-128.2388
Central,2018,12,4.6176
Central,2016,8,6.812
West,2018,6,8.5025
West,2018,6,5.382
West,2018,6,1.2714
East,2017,4,24.8832
East,2017,3,54.666
West,2015,10,18.528
South,2018,3,20.7675
South,2018,3,1.316
East,2015,12,161.9674
South,2018,9,59.4355
West,2017,8,12.096
West,2017,11,55.912
Central,2016,10,3.462
Central,2016,10,-186.5682
South,2017,10,11.2224
West,2015,3,-12.098
West,2016,4,30.0144
East,2018,7,134.652
East,2018,7,3.9128
East,2018,7,74.8142
East,2018,7,48.8064
Central,2018,6,9.2322
West,2015,12,3.1752
West,2018,11,3.1752
West,2018,11,14.7668
West,2017,6,12.599
West,2018,12,-34.0704
South,2017,4,88.725
West,2015,3,70.49
West,2018,7,0.8792
East,2018,4,10.3936
East,2018,4,5.7753
East,2018,4,33.2704
East,2018,4,9.5418
Central,2017,8,38.3238
Central,2017,8,23.4192
West,2017,12,108.1752
South,2015,3,28.3479
South,2015,3,3.9852
South,2015,3,1.962
South,2015,3,-25.737
South,2015,3,1.3728
South,2015,3,5.5044
South,2015,3,53.2
Central,2016,4,44.046
West,2016,9,11.2504
South,2015,8,6.4128
East,2017,12,11.5587
East,2017,12,1.0208
Central,2015,8,12.549
Central,2015,8,9.116
Central,2015,8,226.3626
South,2016,9,422.51
South,2016,9,24.0688
South,2016,9,57.3212
South,2016,9,11.7208
South,2016,9,6.396
South,2016,9,176.386
South,2016,9,32.9817
South,2016,9,6.862
South,2016,9,17.7568
West,2017,12,25.245
East,2016,8,10.68
East,2016,11,20.5755
East,2016,11,11.7936
East,2016,11,35.712
Central,2018,4,47.98
East,2017,12,207.8856
West,2018,12,8.4888
Central,2018,12,-9.8115
Central,2018,12,26.558
East,2018,10,-76.9972
East,2018,10,-4.461
Central,2016,11,28.6965
Central,2016,11,13.2522
Central,2016,11,46.1184
Central,2016,4,485.9892
Central,2016,4,-4.9005
West,2017,12,7.049
East,2017,10,-47.0304
East,2018,12,1.7352
Central,2017,10,15.9425
Central,2017,10,7.89
Central,2017,10,-14.5764
East,2018,9,-6.396
West,2018,8,942.8157
West,2018,8,290.0058
West,2018,8,22.4196
West,2018,11,9.12
West,2018,11,22.0748
West,2015,10,3.7436
East,2016,11,27.9456
East,2016,11,29.2528
South,2016,7,0.2997
Central,2017,10,35.196
Central,2017,10,51.8346
Central,2017,10,1.4602
West,2018,9,26.082
South,2018,12,19.0848
South,2018,12,1.0731
South,2018,12,-54.588
West,2016,10,-103.8606
West,2016,10,-14.5584
Central,2015,11,7.7679
East,2017,1,-20.2356
East,2017,1,15.8631
Central,2018,7,11.8248
West,2018,9,8.8784
West,2018,9,9.3312
West,2018,9,34.2144
West,2018,9,459.9875
West,2018,9,-17.991
East,2017,2,21.591
East,2017,1,9.2176
West,2016,12,21.645
West,2016,12,93.6988
West,2017,10,3.8168
East,2018,5,101.4504
South,2015,12,-14.592
West,2017,11,7.605
West,2016,11,30.9504
West,2016,11,6.4206
West,2016,11,6.0114
Central,2018,5,19.9686
Central,2018,5,2.6208
Central,2018,5,120.9416
Central,2018,5,3.99
Central,2015,12,-6.3441
South,2015,4,27.9936
South,2015,4,50.2425
South,2016,9,8.1168
Central,2018,9,3.4496
South,2016,9,-2.5256
East,2018,11,-81.7258
East,2016,3,11.2308
Central,2016,8,5.5664
West,2016,5,4.9248
East,2018,7,19.872
Central,2017,9,-729.9138
South,2018,5,15.525
Central,2017,10,14.425
South,2015,11,1.1772
South,2015,11,48.5514
East,2016,10,93.594
East,2016,10,10.327
West,2018,12,-7.9984
West,2018,12,43.4646
West,2018,12,44.975
Central,2018,12,23.2624
